"","Compound name","Ions","Chemical_formula","Measured_mass","Caculated_mass","Mass_difference","Reaction_equation","Pathway"
"2804","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","GA53 + 2-oxoglutarate + oxygen  ->  GA44 (open lactone form) + CO2 + succinate","gibberellin biosynthesis III (early C-13 hydroxylation)"
"2805","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","GA19 + 2-oxoglutarate + oxygen  ->  gibberellin A20 + 2 CO2 + succinate + H+","gibberellin biosynthesis III (early C-13 hydroxylation)"
"2806","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","GA19 + 2-oxoglutarate + oxygen  ->  GA17 + succinate + CO2 + H+","gibberellin biosynthesis III (early C-13 hydroxylation)"
"2807","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","GA44 (open lactone form) + 2-oxoglutarate + oxygen + H+  ->  GA38 + succinate + CO2 + H2O","gibberellin biosynthesis III (early C-13 hydroxylation)"
"2808","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","(2S)-naringenin + 2-oxoglutarate + oxygen  ->  apigenin + succinate + CO2 + H2O","luteolin biosynthesis"
"2809","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","(2S)-naringenin + 2-oxoglutarate + oxygen  ->  apigenin + succinate + CO2 + H2O","isoflavonoid biosynthesis II"
"2810","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","3',4',5'-pentahydroxyflavanone + 2-oxoglutarate + oxygen  ->  dihydromyricetin + succinate + CO2","leucodelphinidin biosynthesis"
"2811","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","trans dihydroquercetin + 2-oxoglutarate + oxygen  ->  quercetin + succinate + CO2 + H2O","flavonol biosynthesis"
"2812","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","dihydromyricetin + 2-oxoglutarate + oxygen  ->  myricetin + succinate + CO2 + H2O","syringetin biosynthesis"
"2813","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","dihydrokaempferol + 2-oxoglutarate + oxygen  ->  kaempferol + succinate + CO2 + H2O","flavonol biosynthesis"
"2814","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","gibberellin A20 + 2-oxoglutarate + oxygen  ->  gibberellin A1 + succinate + CO2","gibberellin biosynthesis III (early C-13 hydroxylation)"
"2815","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","GA44 (open lactone form) + 2-oxoglutarate + oxygen  ->  GA19 + succinate + CO2 + H2O","gibberellin biosynthesis III (early C-13 hydroxylation)"
"2816","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","eriodictyol + 2-oxoglutarate + oxygen  ->  trans dihydroquercetin + CO2 + succinate","leucopelargonidin and leucocyanidin biosynthesis"
"2817","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","eriodictyol + 2-oxoglutarate + oxygen  ->  trans dihydroquercetin + CO2 + succinate","leucodelphinidin biosynthesis"
"2818","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","(2S)-naringenin + 2-oxoglutarate + oxygen  ->  CO2 + succinate + dihydrokaempferol","flavonoid biosynthesis"
"2819","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","fumarate[in] + 2 H+[in] + 2 e-  ->  succinate[in]","succinate[in] + a ubiquinone  ->  a ubiquinol + fumarate[in]"
"2820","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","D-threo-isocitrate  ->  glyoxylate + succinate","glyoxylate cycle"
"2821","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+","4-aminobutyrate degradation I"
"2822","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+","glutamate degradation IV"
"2823","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+","4-aminobutyrate degradation IV"
"2824","succinate","[M+Na-2H]-","H4 C4 O4 ","137.024625","136.9856666","0.0389583999999843","gibberellin A1 + 2-oxoglutarate + oxygen  ->  gibberellin A8 + succinate + CO2","gibberellin inactivation I (2beta-hydroxylation)"
"2825","5-aminooctanal","[M-H]-","H18 N1 O1 C8 ","143.1164286","143.1315672","0.0151386000000002","5-aminooctanal  ->  gamma-coniceine + H2O","gamma-coniciene and coniine biosynthesis"
"2826","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2827","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2828","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2829","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2830","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2831","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2832","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2833","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2834","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2835","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2836","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2837","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2838","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2839","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2840","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2841","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2842","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2843","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2844","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonia + hydrogen peroxide + H+","phenylethanol biosynthesis"
"2845","2-phenylethylamine","[M+Na-2H]-","H12 N1 C8 ","143.1164286","143.0716824","0.0447461999999916","L-phenylalanine + H+  ->  2-phenylethylamine + CO2","phenylethanol biosynthesis"
"2846","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2847","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2848","N,N-dihydroxy-L-valine","[M-H]-","H10 N1 O4 C5 ","147.007","147.0537108","0.0467107999999996","N,N-dihydroxy-L-valine + H+  ->  (E)-2-methylpropanal-oxime + CO2 + H2O","linamarin biosynthesis"
"2849","N,N-dihydroxy-L-valine","[M-H]-","H10 N1 O4 C5 ","147.007","147.0537108","0.0467107999999996","N-hydroxy-L-valine + NADPH + oxygen + H+  ->  N,N-dihydroxy-L-valine + NADP+ + H2O","linamarin biosynthesis"
"2850","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2851","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2852","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2853","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2854","L-tartrate","[M-H]-","H4 C4 O6 ","147.007","146.9935158","0.0134841999999935","L-threo-tetruronate  ->  L-tartrate","L-ascorbate degradation IV"
"2855","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2856","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2857","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2858","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2859","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2860","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2861","N,N-dihydroxy-L-valine","[M-H]-","H10 N1 O4 C5 ","147.007","147.0537108","0.0467107999999996","N,N-dihydroxy-L-valine + H+  ->  (E)-2-methylpropanal-oxime + CO2 + H2O","linamarin biosynthesis"
"2862","N,N-dihydroxy-L-valine","[M-H]-","H10 N1 O4 C5 ","147.007","147.0537108","0.0467107999999996","N-hydroxy-L-valine + NADPH + oxygen + H+  ->  N,N-dihydroxy-L-valine + NADP+ + H2O","linamarin biosynthesis"
"2863","1-phenylpropane-1,2-dione","[M-H]-","H8 O2 C9 ","147.007","147.0451575","0.0381574999999827","1-phenylpropane-1,2-dione  ->  cathinone","ephedrine biosynthesis"
"2864","1-phenylpropane-1,2-dione","[M-H]-","H8 O2 C9 ","147.007","147.0451575","0.0381574999999827","benzoate + pyruvate  ->  1-phenylpropane-1,2-dione + CO2","ephedrine biosynthesis"
"2865","dihydrocoumarin","[M-H]-","H8 O2 C9 ","147.007","147.0451575","0.0381574999999827","dihydrocoumarin + H2O  ->  melilotate + H+","coumarin metabolism (to melilotic acid)"
"2866","dihydrocoumarin","[M-H]-","H8 O2 C9 ","147.007","147.0451575","0.0381574999999827","coumarin + NADPH + H+  ->  dihydrocoumarin + NADP+","coumarin metabolism (to melilotic acid)"
"2867","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2868","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2869","L-tartrate","[M-H]-","H4 C4 O6 ","147.007","146.9935158","0.0134841999999935","L-threonate  ->  L-tartrate","L-ascorbate degradation III"
"2870","L-tartrate","[M-H]-","H4 C4 O6 ","147.007","146.9935158","0.0134841999999935","L-threo-tetruronate  ->  L-tartrate","L-ascorbate degradation IV"
"2871","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2872","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2873","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","coumaraldehyde + NADPH + H+  ->  4-coumaryl alcohol + NADP+","phenylpropanoid biosynthesis"
"2874","coumaraldehyde","[M-H]-","H8 C9 O2 ","147.007","147.0451575","0.0381574999999827","4-coumaroyl-CoA + NADPH + H+  ->  coumaraldehyde + NADP+ + coenzyme A","phenylpropanoid biosynthesis"
"2875","catechol","[M+K-2H]-","H6 O2 C6 ","147.007","146.9853974","0.0216025999999943","2 catechol + oxygen  ->  2 1,2-benzoquinone + 2 H2O","o-diquinones biosynthesis"
"2876","catechol","[M+K-2H]-","H6 O2 C6 ","147.007","146.9853974","0.0216025999999943","2 catechol + oxygen  ->  2 1,2-benzoquinone + 2 H2O","o-diquinones biosynthesis"
"2877","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2878","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2879","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2880","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2881","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2882","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2883","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2884","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2885","phloroglucinol","[M+Na-2H]-","H6 C6 O3 ","147.007","147.0064021","0.000597900000002483","phloroglucinol + S-adenosyl-L-methionine  ->  3,5-dihydroxyanisole + S-adenosyl-L-homocysteine + H+","1,3,5-trimethoxybenzene biosynthesis"
"2886","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2887","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2888","thymine","[M+Na-2H]-","H6 N2 O2 C5 ","147.007","147.0176354","0.0106354000000124","5,6-dihydrothymine + NADP+  <-  thymine + NADPH + H+","thymine degradation"
"2889","phloroglucinol","[M+Na-2H]-","H6 C6 O3 ","147.007","147.0064021","0.000597900000002483","phloroglucinol + S-adenosyl-L-methionine  ->  3,5-dihydroxyanisole + S-adenosyl-L-homocysteine + H+","1,3,5-trimethoxybenzene biosynthesis"
"2890","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + S-adenosyl-L-methioninamine  ->  spermine + S-methyl-5'-thioadenosine + H+","spermine biosynthesis"
"2891","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2892","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","3 feruloyl-CoA + spermidine  ->  triferuloyl spermidine + 3 coenzyme A + 3 H+","spermidine hydroxycinnamic acid conjugates biosynthesis"
"2893","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","3 caffeoyl-CoA + spermidine  ->  tricaffeoyl spermidine + 3 coenzyme A + 3 H+","spermidine hydroxycinnamic acid conjugates biosynthesis"
"2894","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","3 4-coumaroyl-CoA + spermidine  ->  tricoumaroyl spermidine + 3 coenzyme A + 3 H+","spermidine hydroxycinnamic acid conjugates biosynthesis"
"2895","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide","spermine and spermidine degradation III"
"2896","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an oxidized electron acceptor + H2O  ->  a reduced electron acceptor + 4-aminobutanal + propane-1,3-diamine","beta-alanine biosynthesis I"
"2897","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermine + oxygen + H2O  ->  spermidine + 3-aminopropanal + hydrogen peroxide","spermine and spermidine degradation III"
"2898","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2899","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2900","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2901","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2902","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2903","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2904","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + oxygen + H2O  ->  propane-1,3-diamine + 4-aminobutanal + hydrogen peroxide","spermine and spermidine degradation II"
"2905","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2906","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2907","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2908","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2909","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2910","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2911","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2912","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2913","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + spermidine  ->  propane-1,3-diamine + sym-homospermidine","homospermidine biosynthesis"
"2914","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + S-adenosyl-L-methioninamine  ->  spermine + S-methyl-5'-thioadenosine + H+","superpathway of polyamine biosynthesis II"
"2915","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + S-adenosyl-L-methioninamine  ->  spermine + S-methyl-5'-thioadenosine + H+","spermine biosynthesis"
"2916","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","3 feruloyl-CoA + spermidine  ->  triferuloyl spermidine + 3 coenzyme A + 3 H+","spermidine hydroxycinnamic acid conjugates biosynthesis"
"2917","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","3 caffeoyl-CoA + spermidine  ->  tricaffeoyl spermidine + 3 coenzyme A + 3 H+","spermidine hydroxycinnamic acid conjugates biosynthesis"
"2918","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","3 4-coumaroyl-CoA + spermidine  ->  tricoumaroyl spermidine + 3 coenzyme A + 3 H+","spermidine hydroxycinnamic acid conjugates biosynthesis"
"2919","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + oxygen + H2O  ->  propane-1,3-diamine + 4-aminobutanal + hydrogen peroxide","spermine and spermidine degradation II"
"2920","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide","spermine and spermidine degradation III"
"2921","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an oxidized electron acceptor + H2O  ->  a reduced electron acceptor + 4-aminobutanal + propane-1,3-diamine","beta-alanine biosynthesis I"
"2922","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermine + oxygen + H2O  ->  spermidine + 3-aminopropanal + hydrogen peroxide","spermine and spermidine degradation III"
"2923","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2924","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2925","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2926","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2927","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2928","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + S-adenosyl-L-methioninamine  ->  spermine + S-methyl-5'-thioadenosine + H+","spermine biosynthesis"
"2929","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","spermidine + an eIF5A lysine  ->  an eIF5A deoxyhypusine + propane-1,3-diamine + H+","hypusine biosynthesis"
"2930","spermidine","[M-H]-","H22 C7 N3 ","147.1984","147.1741007","0.0242992999999956","putrescine + S-adenosyl-L-methioninamine  ->  spermidine + S-methyl-5'-thioadenosine + H+","spermidine biosynthesis I"
"2931","methylsalicylate","[M-H]-","H8 O3 C8 ","150.9964","151.0400721","0.0436721000000091","salicylate + S-adenosyl-L-methionine  ->  methylsalicylate + S-adenosyl-L-homocysteine","volatile benzenoid biosynthesis I (ester formation)"
"2932","xanthine","[M-H]-","H4 O2 C5 N4 ","150.9964","151.0261534","0.0297534000000041","NAD+ + xanthine + H2O  ->  urate + NADH + H+","adenosine nucleotides degradation II"
